Part Number,Product Name,Description,Price 2025,Price 2024,Category,Subcategory,Product Line,Model Info,Parent Assembly,Vendor
2097925,Bracket,,2.80,2.15,Seating,Intermediate Courtside Seat,199-RO26 Hardware List,,Other Parts,Hussey
1000665,MS 3/8 x 1,,0.15,0.15,Seating,Intermediate Courtside Seat,199-RO26 Hardware List,,Other Parts,Hussey
2077817,"""T"" nut",,0.20,0.15,Seating,Intermediate Courtside Seat,199-RO26 Hardware List,,Other Parts,Hussey
1000781,3/8 Lock washer,,0.05,0.05,Seating,Intermediate Courtside Seat,199-RO26 Hardware List,,Other Parts,Hussey
2151106,Screw #10 x 1 hex washer hd,RH end only,0.10,0.10,Seating,Intermediate Courtside Seat,199-RO26 Hardware List,,Other Parts,Hussey
1000671,MS 3/8 x 1 3/4,Top row,0.35,0.30,Seating,Intermediate Courtside Seat,199-RO26 Hardware List,,Other Parts,Hussey
1000746,3/8 hex nut,Top row,0.05,0.05,Seating,Intermediate Courtside Seat,199-RO26 Hardware List,,Other Parts,Hussey
1001119,E- ring,Top row,0.10,0.05,Seating,Intermediate Courtside Seat,199-RO26 Hardware List,,Other Parts,Hussey
2098321,Plywood shim,1 per every 5 seats,8.50,6.35,Seating,Intermediate Courtside Seat,199-RO26 Hardware List,,Other Parts,Hussey
1005236,Screw #12 x .75 ph fl hd,5 per shim,0.15,0.15,Seating,Intermediate Courtside Seat,199-RO26 Hardware List,,Other Parts,Hussey
2097925,Bracket,,2.80,2.15,Seating,Starter Courtside Seat,199-RO26 Hardware List,,Other Parts,Hussey
1000665,MS 3/8 x 1,,0.15,0.15,Seating,Starter Courtside Seat,199-RO26 Hardware List,,Other Parts,Hussey
2077817,"""T"" nut",,0.20,0.15,Seating,Starter Courtside Seat,199-RO26 Hardware List,,Other Parts,Hussey
1000781,3/8 Lock washer,,0.05,0.05,Seating,Starter Courtside Seat,199-RO26 Hardware List,,Other Parts,Hussey
2151106,Screw #10 x 1 hex washer hd,LH end only,0.10,0.10,Seating,Starter Courtside Seat,199-RO26 Hardware List,,Other Parts,Hussey
1000671,MS 3/8 x 1 3/4,Top row,0.35,0.30,Seating,Starter Courtside Seat,199-RO26 Hardware List,,Other Parts,Hussey
1000746,3/8 hex nut,Top row,0.05,0.05,Seating,Starter Courtside Seat,199-RO26 Hardware List,,Other Parts,Hussey
1001119,E- ring,Top row,0.10,0.05,Seating,Starter Courtside Seat,199-RO26 Hardware List,,Other Parts,Hussey
2098321,Plywood shim,1 per every 5 seats,8.50,6.35,Seating,Starter Courtside Seat,199-RO26 Hardware List,,Other Parts,Hussey
1005236,Screw #12 x .75 ph fl hd,5 per shim,0.15,0.15,Seating,Starter Courtside Seat,199-RO26 Hardware List,,Other Parts,Hussey
2178602,Tek screw 1/4 x 3/4,16'-0 & below - 5 hinges Over 16'-0 - 6 hinges *Use when replacing Comfort curve with Courtside seats,0.50,0.40,Lumber & Decking,Skirt Board Hinge - Deck Mount**,199-RO26 Hardware List,,Other Parts,Hussey
2069903,Bracket,,28.15,13.20,Other,Ratchet Strap,199-RO26 Hardware List,,Other Parts,Hussey
1000665,MS 3/8 x 1,,0.15,0.15,Other,Ratchet Strap,199-RO26 Hardware List,,Other Parts,Hussey
1000781,3/8 Lock washer,,0.05,0.05,Other,Ratchet Strap,199-RO26 Hardware List,,Other Parts,Hussey
1000746,3/8 hex nut,,0.05,0.05,Other,Ratchet Strap,199-RO26 Hardware List,,Other Parts,Hussey
2070110,eye nut,,37.80,28.00,Hardware,Eye Nut for Strap,199-RO26 Hardware List,,Other Parts,Hussey
1000663,MS 3/8 x 3/4,,0.35,0.25,Hardware,Eye Nut for Strap,199-RO26 Hardware List,,Other Parts,Hussey
1000781,3/8 lock washer,,0.05,0.05,Hardware,Eye Nut for Strap,199-RO26 Hardware List,,Other Parts,Hussey
1039347,Receptacle,2 per section,98.60,76.70,Other,Power Assist,199-RO26 Hardware List,,Other Parts,Hussey
1000822,Step bolt 1/4 x 1 1/2,3 per receptacle,0.60,0.50,Other,Power Assist,199-RO26 Hardware List,,Other Parts,Hussey
1000760,1/4 lock nut (red),3 per receptacle,0.05,0.05,Other,Power Assist,199-RO26 Hardware List,,Other Parts,Hussey
1032294,Tractor attachment,2 per power assist,25.35,19.15,Other,Power Assist,199-RO26 Hardware List,,Other Parts,Hussey
1000683,MS 1/2 x 1 1/2,2 per power assist,0.55,0.45,Other,Power Assist,199-RO26 Hardware List,,Other Parts,Hussey
1000753,1/2 hex nut,2 per power assist,0.20,0.15,Other,Power Assist,199-RO26 Hardware List,,Other Parts,Hussey
1000786,1/2 lock washer,2 per power assist,0.15,0.15,Other,Power Assist,199-RO26 Hardware List,,Other Parts,Hussey
1000789,1/2 flat washer,2 per power assist,0.15,0.10,Other,Power Assist,199-RO26 Hardware List,,Other Parts,Hussey
1032004,"MS 1/4 x 1, Phil ft hd",attach plate to gear box,0.15,0.15,Other,Adapter Plate,199-RO26 Hardware List,,Other Parts,Hussey
1000776,1/4 Lock washer,attach plate to gear box,0.10,0.10,Other,Adapter Plate,199-RO26 Hardware List,,Other Parts,Hussey
1025400,1/4 Nut,attach plate to gear box,0.10,0.05,Other,Adapter Plate,199-RO26 Hardware List,,Other Parts,Hussey
M034010,Casterhorn lifter MXP/MX3,Changing Frame wheels,375.60,260.50,Frames & Supports,CHANGING FRAME WHEELS,201 - Tools Hardware,,Other Parts,Hussey
M040511,Casterhorn lifter Maxam,Changing Frame wheels,436.65,303.00,Frames & Supports,CHANGING FRAME WHEELS,201 - Tools Hardware,,Other Parts,Hussey
M033999,Snap ring removal tool,Changing Frame wheels,28.05,23.85,Frames & Supports,CHANGING FRAME WHEELS,201 - Tools Hardware,,Other Parts,Hussey
M034002,Snap ring installation tool,Changing Frame wheels,197.30,147.85,Frames & Supports,CHANGING FRAME WHEELS,201 - Tools Hardware,,Other Parts,Hussey
M034005,Casterhorn clamp,Changing Frame wheels,135.90,100.85,Frames & Supports,CHANGING FRAME WHEELS,201 - Tools Hardware,,Other Parts,Hussey
2119684,PRT3 & PRT4 Tractor tester,,907.70,642.70,Tools,TOOLS,201 - Tools Hardware,,Other Parts,Hussey
1005180,Snap ring tool,,122.95,95.60,Tools,TOOLS,201 - Tools Hardware,,Other Parts,Hussey
1002347,RO combination tool,,99.00,69.75,Tools,TOOLS,201 - Tools Hardware,,Other Parts,Hussey
2133865,Maxam hardware repair kit,,390.15,278.65,Tools,TOOLS,201 - Tools Hardware,,Other Parts,Hussey
2031108,Jack nut setting tool,,112.15,87.25,Tools,TOOLS,201 - Tools Hardware,,Other Parts,Hussey
2072915,Pull rod for jack nut setting tool,,31.05,24.15,Tools,TOOLS,201 - Tools Hardware,,Other Parts,Hussey
2105086,Backrest drill template,,170.60,132.70,Tools,TOOLS,201 - Tools Hardware,,Other Parts,Hussey
2098406,Gripple Key,,4.85,3.25,Tools,TOOLS,201 - Tools Hardware,,Other Parts,Hussey
1000665,"MS 3/8 x 1""",,0.15,0.15,Frames & Supports,FRAMES,202 - Maxam Hardware List,,Other Parts,Hussey
1000781,3/8 lock Washer,,0.05,0.05,Frames & Supports,FRAMES,202 - Maxam Hardware List,,Other Parts,Hussey
1000746,3/8 hex nut,,0.05,0.05,Frames & Supports,FRAMES,202 - Maxam Hardware List,,Other Parts,Hussey
1000665,"MS 3/8 x 1""",,0.15,0.15,Lumber & Decking,Deck Stabilizer,202 - Maxam Hardware List,,Other Parts,Hussey
1000781,3/8 lock Washer,,0.05,0.05,Lumber & Decking,Deck Stabilizer,202 - Maxam Hardware List,,Other Parts,Hussey
1000746,3/8 hex nut,,0.05,0.05,Lumber & Decking,Deck Stabilizer,202 - Maxam Hardware List,,Other Parts,Hussey
1010101,3/8 stop pin,,0.65,0.45,Lumber & Decking,Deck Stabilizer,202 - Maxam Hardware List,,Other Parts,Hussey
1001119,Snap Ring,,0.10,0.05,Lumber & Decking,Deck Stabilizer,202 - Maxam Hardware List,,Other Parts,Hussey
1034985,Plug,up to 8T only,0.75,0.55,Lumber & Decking,Deck Stabilizer,202 - Maxam Hardware List,,Other Parts,Hussey
1000675,MS 3/8 x 2 1/2,,0.30,0.25,Controls & Safety,Outrigger,202 - Maxam Hardware List,,Other Parts,Hussey
1000781,3/8 Lock washer,,0.05,0.05,Controls & Safety,Outrigger,202 - Maxam Hardware List,,Other Parts,Hussey
1000746,3/8 hex nut,,0.05,0.05,Controls & Safety,Outrigger,202 - Maxam Hardware List,,Other Parts,Hussey
1000665,MS 3/8 x 1,,0.15,0.15,Frames & Supports,Bracing,202 - Maxam Hardware List,,Other Parts,Hussey
1000781,3/8 Lock washer,,0.05,0.05,Frames & Supports,Bracing,202 - Maxam Hardware List,,Other Parts,Hussey
1000957,Nytie,,0.20,0.10,Frames & Supports,Bracing,202 - Maxam Hardware List,,Other Parts,Hussey
1000660,MS 1/4 x 2,,0.25,0.20,Other,Torque Tube,202 - Maxam Hardware List,,Other Parts,Hussey
1000746,3/8 hex nut,used as a spacer,0.05,0.05,Other,Torque Tube,202 - Maxam Hardware List,,Other Parts,Hussey
1000760,1/4 lock nut,,0.05,0.05,Other,Torque Tube,202 - Maxam Hardware List,,Other Parts,Hussey
2024411,JC 1/4 x 2,,0.55,0.40,Controls & Safety,Tier Catch (Posi Lock),202 - Maxam Hardware List,,Other Parts,Hussey
2021031,Nylon Washer,,0.15,0.20,Controls & Safety,Tier Catch (Posi Lock),202 - Maxam Hardware List,,Other Parts,Hussey
2017147,Spacer,,0.15,0.10,Lumber & Decking,Plywood,202 - Maxam Hardware List,,Other Parts,Hussey
1032444,SLFD #10 x 1 7/16,,0.10,0.10,Lumber & Decking,Plywood,202 - Maxam Hardware List,,Other Parts,Hussey
1000847,Screw #8 x 1/2,,0.05,0.05,Lumber & Decking,Deck Protector,202 - Maxam Hardware List,,Other Parts,Hussey
2011272,JC 1/4 x 1 3/4,,0.30,0.30,Wheels & Bearings,Casterhorn Guide,202 - Maxam Hardware List,,Other Parts,Hussey
1015132,JC nut,,0.20,0.20,Wheels & Bearings,Casterhorn Guide,202 - Maxam Hardware List,,Other Parts,Hussey
1000675,MS 3/8 x 2 1/2,,0.30,0.25,Rails & Steps,REAR END RAIL SOCKET,202 - Maxam Hardware List,,Other Parts,Hussey
1000781,3/8 Lock washer,,0.05,0.05,Rails & Steps,REAR END RAIL SOCKET,202 - Maxam Hardware List,,Other Parts,Hussey
1000746,3/8 hex nut,,0.05,0.05,Rails & Steps,REAR END RAIL SOCKET,202 - Maxam Hardware List,,Other Parts,Hussey
1000665,MS 3/8 x 1,,0.15,0.15,Rails & Steps,Front End Rail Socket,202 - Maxam Hardware List,,Other Parts,Hussey
1000781,3/8 Lock washer,,0.05,0.05,Rails & Steps,Front End Rail Socket,202 - Maxam Hardware List,,Other Parts,Hussey
2080728,MS 3/8 x 1 1/4 BT HD,,0.50,0.40,Rails & Steps,Aisle Rail Socket,202 - Maxam Hardware List,,Other Parts,Hussey
1000781,3/8 Lock washer,,0.05,0.05,Rails & Steps,Aisle Rail Socket,202 - Maxam Hardware List,,Other Parts,Hussey
1000746,3/8 hex nut,,0.05,0.05,Rails & Steps,Aisle Rail Socket,202 - Maxam Hardware List,,Other Parts,Hussey
2178602,SLFD 1/4 x 3/4,,0.50,0.40,Rails & Steps,AISLE RAIL SUPPORT,202 - Maxam Hardware List,,Other Parts,Hussey
2178602,SLFD 1/4 x 3/4,,0.50,0.40,Rails & Steps,Aisle Step,202 - Maxam Hardware List,,Other Parts,Hussey
1040770,SLFT 1/4 x 1,,0.15,0.15,Rails & Steps,Aisle Step,202 - Maxam Hardware List,,Other Parts,Hussey
1032444,Screw #10 1 7/16,use w/center support,0.10,0.10,Rails & Steps,Aisle Step,202 - Maxam Hardware List,,Other Parts,Hussey
1040770,SLFT 1/4 x 1,,0.15,0.15,Rails & Steps,Front Step,202 - Maxam Hardware List,,Other Parts,Hussey
1000845,Plastic push fastener,2 more w/ctr. Support,0.10,0.05,Rails & Steps,Front Step,202 - Maxam Hardware List,,Other Parts,Hussey
2113821,Step bumper,,0.85,0.50,Rails & Steps,Front Step,202 - Maxam Hardware List,,Other Parts,Hussey
2115210,Soc. Hd #10 x 1/2,,0.25,0.20,Rails & Steps,Front Step,202 - Maxam Hardware List,,Other Parts,Hussey
2115211,#10 Nylock nut,,0.10,0.05,Rails & Steps,Front Step,202 - Maxam Hardware List,,Other Parts,Hussey
2151106,#10 x 1 SLFD,,0.10,0.10,Rails & Steps,Front Step Clip,202 - Maxam Hardware List,,Other Parts,Hussey
2151106,#10 x 1 SLFD,,0.10,0.10,Rails & Steps,Aisle Step Retainer,202 - Maxam Hardware List,,Other Parts,Hussey
2026268,Bracket,,3.85,2.60,Frames & Supports,Top Frame Wall Attachment,202 - Maxam Hardware List,,Other Parts,Hussey
1000665,MS 3/8 x 1,,0.15,0.15,Frames & Supports,Top Frame Wall Attachment,202 - Maxam Hardware List,,Other Parts,Hussey
1000781,3/8 Lock washer,,0.05,0.05,Frames & Supports,Top Frame Wall Attachment,202 - Maxam Hardware List,,Other Parts,Hussey
1000746,3/8 hex nut,,0.05,0.05,Frames & Supports,Top Frame Wall Attachment,202 - Maxam Hardware List,,Other Parts,Hussey
2178602,SLFD 1/4 x 3/4,use at frame locations,0.50,0.40,Frames & Supports,Top Frame Wall Attachment,202 - Maxam Hardware List,,Other Parts,Hussey
2073574,Attachment,,40.75,28.45,Other,Lower Wall Attachment,202 - Maxam Hardware List,,Other Parts,Hussey
2011272,JC 1/4 x 1 3/4,,0.40,0.30,Other,Lower Wall Attachment,202 - Maxam Hardware List,,Other Parts,Hussey
1015132,JC nut,,0.25,0.20,Other,Lower Wall Attachment,202 - Maxam Hardware List,,Other Parts,Hussey
1000671,MS 3/8 x 1.75,,0.35,0.30,Other,Lower Wall Attachment,202 - Maxam Hardware List,,Other Parts,Hussey
1000784,3/8 flat washer,,0.05,0.05,Other,Lower Wall Attachment,202 - Maxam Hardware List,,Other Parts,Hussey
1000781,3/8 lock washer,,0.05,0.05,Other,Lower Wall Attachment,202 - Maxam Hardware List,,Other Parts,Hussey
2181300,3/8 exp. Shield,,5.20,4.05,Other,Lower Wall Attachment,202 - Maxam Hardware List,,Other Parts,Hussey
2087270,MS 3/8 x 1 1/2 soc. bt hd BO,,0.80,0.60,Controls & Safety,Manual Brake,202 - Maxam Hardware List,,Other Parts,Hussey
2022293,3/8 nylon lock nut,,0.30,0.20,Controls & Safety,Manual Brake,202 - Maxam Hardware List,,Other Parts,Hussey
1000669,MS 3/8 x 1 1/2,,0.20,0.20,Flex Row Parts,Flex Row Handle,202 - Maxam Hardware List,,Other Parts,Hussey
1000781,3/8 lock washer,,0.05,0.05,Flex Row Parts,Flex Row Handle,202 - Maxam Hardware List,,Other Parts,Hussey
1000757,1/2 lock nut,,0.20,0.20,Flex Row Parts,Flex Row Handle,202 - Maxam Hardware List,,Other Parts,Hussey
1000665,MS 3/8 x 1,,0.15,0.15,Other,Rear Bank Extension,202 - Maxam Hardware List,,Other Parts,Hussey
1000781,3/8 Lock washer,,0.05,0.05,Other,Rear Bank Extension,202 - Maxam Hardware List,,Other Parts,Hussey
1035688,3/8 id flat washer,At stabilizer location,0.15,0.10,Other,Rear Bank Extension,202 - Maxam Hardware List,,Other Parts,Hussey
1000746,3/8 hex nut,,0.05,0.05,Other,Rear Bank Extension,202 - Maxam Hardware List,,Other Parts,Hussey
1000665,MS 3/8 x 1,,0.15,0.15,Other,Nose Bank Extension,202 - Maxam Hardware List,,Other Parts,Hussey
1000781,3/8 Lock washer,,0.05,0.05,Other,Nose Bank Extension,202 - Maxam Hardware List,,Other Parts,Hussey
2178602,SLFD 1/4 x 1,9 5/8 & 11 5/8,0.50,0.40,Frames & Supports,Friction Roller Bracket,202 - Maxam Hardware List,,Other Parts,Hussey
2178602,SLFD 1/4 x 3/4,"16"" rise",0.50,0.40,Frames & Supports,Friction Roller Bracket,202 - Maxam Hardware List,,Other Parts,Hussey
1000675,MS 3/8 x 2 1/2,"16"" rise",0.30,0.25,Frames & Supports,Friction Roller Bracket,202 - Maxam Hardware List,,Other Parts,Hussey
1000784,.438 id washer,"16"" rise",0.05,0.05,Frames & Supports,Friction Roller Bracket,202 - Maxam Hardware List,,Other Parts,Hussey
1000781,3/8 Lock washer,"16"" rise",0.05,0.05,Frames & Supports,Friction Roller Bracket,202 - Maxam Hardware List,,Other Parts,Hussey
1000746,3/8 hex nut,"16"" rise",0.05,0.05,Frames & Supports,Friction Roller Bracket,202 - Maxam Hardware List,,Other Parts,Hussey
2097925,Bracket,,2.80,2.15,Seating,Intermediate Courtside Seat,202 - Maxam Hardware List,,Other Parts,Hussey
1000665,MS 3/8 x 1,,0.15,0.15,Seating,Intermediate Courtside Seat,202 - Maxam Hardware List,,Other Parts,Hussey
2077817,"""T"" nut",,0.20,0.15,Seating,Intermediate Courtside Seat,202 - Maxam Hardware List,,Other Parts,Hussey
1000781,3/8 Lock washer,,0.05,0.05,Seating,Intermediate Courtside Seat,202 - Maxam Hardware List,,Other Parts,Hussey
2151106,Screw #10 x 1 hex washer hd,RH end only,0.10,0.10,Seating,Intermediate Courtside Seat,202 - Maxam Hardware List,,Other Parts,Hussey
1000671,MS 3/8 x 1 3/4,Top row,0.35,0.30,Seating,Intermediate Courtside Seat,202 - Maxam Hardware List,,Other Parts,Hussey
1000746,3/8 hex nut,Top row,0.05,0.05,Seating,Intermediate Courtside Seat,202 - Maxam Hardware List,,Other Parts,Hussey
1001119,E- ring,Top row,0.10,0.05,Seating,Intermediate Courtside Seat,202 - Maxam Hardware List,,Other Parts,Hussey
2097925,Bracket,,2.80,2.15,Seating,Starter Courtside Seat,202 - Maxam Hardware List,,Other Parts,Hussey
1000665,MS 3/8 x 1,,0.15,0.15,Seating,Starter Courtside Seat,202 - Maxam Hardware List,,Other Parts,Hussey
2077817,"""T"" nut",,0.20,0.15,Seating,Starter Courtside Seat,202 - Maxam Hardware List,,Other Parts,Hussey
1000781,3/8 Lock washer,,0.05,0.05,Seating,Starter Courtside Seat,202 - Maxam Hardware List,,Other Parts,Hussey
2151106,Screw #10 x 1 hex washer hd,LH end only,0.10,0.10,Seating,Starter Courtside Seat,202 - Maxam Hardware List,,Other Parts,Hussey
1000671,MS 3/8 x 1 3/4,Top row,0.35,0.30,Seating,Starter Courtside Seat,202 - Maxam Hardware List,,Other Parts,Hussey
1000746,3/8 hex nut,Top row,0.05,0.05,Seating,Starter Courtside Seat,202 - Maxam Hardware List,,Other Parts,Hussey
1001119,E- ring,Top row,0.10,0.05,Seating,Starter Courtside Seat,202 - Maxam Hardware List,,Other Parts,Hussey
2097925,Bracket,,2.80,2.15,Seating,Flex Row - Starter Courtside Seat,202 - Maxam Hardware List,,Other Parts,Hussey
1000665,MS 3/8 x 1,,0.15,0.15,Seating,Flex Row - Starter Courtside Seat,202 - Maxam Hardware List,,Other Parts,Hussey
2077817,"""T"" nut",,0.20,0.15,Seating,Flex Row - Starter Courtside Seat,202 - Maxam Hardware List,,Other Parts,Hussey
1000781,3/8 Lock washer,,0.05,0.05,Seating,Flex Row - Starter Courtside Seat,202 - Maxam Hardware List,,Other Parts,Hussey
2151106,Screw #10 x 1 hex washer hd,LH end only,0.10,0.10,Seating,Flex Row - Starter Courtside Seat,202 - Maxam Hardware List,,Other Parts,Hussey
2101375,Obstruction bracket,,5.05,3.45,Seating,Flex Row - Starter Seat on RH End,202 - Maxam Hardware List,,Other Parts,Hussey
2151106,Screw #10 x 1 hex washer hd,,0.10,0.10,Seating,Flex Row - Starter Seat on RH End,202 - Maxam Hardware List,,Other Parts,Hussey
1000671,MS 3/8 x 1.75,,0.35,0.30,Seating,Flex Row - Starter Seat on RH End,202 - Maxam Hardware List,,Other Parts,Hussey
1000781,3/8 lock washer,,0.05,0.05,Seating,Flex Row - Starter Seat on RH End,202 - Maxam Hardware List,,Other Parts,Hussey
1000746,3/8 hex nut,,0.05,0.05,Seating,Flex Row - Starter Seat on RH End,202 - Maxam Hardware List,,Other Parts,Hussey
2097925,Bracket,,2.80,2.15,Seating,Flex Row - Starter Seat on RH End,202 - Maxam Hardware List,,Other Parts,Hussey
1000665,MS 3/8 x 1,,0.15,0.15,Seating,Flex Row - Starter Seat on RH End,202 - Maxam Hardware List,,Other Parts,Hussey
2077817,3/8 weld nut,,0.20,0.15,Seating,Flex Row - Starter Seat on RH End,202 - Maxam Hardware List,,Other Parts,Hussey
2069903,Bracket,,28.15,13.20,Other,Ratchet Strap,202 - Maxam Hardware List,,Other Parts,Hussey
1000665,MS 3/8 x 1,,0.15,0.15,Other,Ratchet Strap,202 - Maxam Hardware List,,Other Parts,Hussey
1000781,3/8 Lock washer,,0.05,0.05,Other,Ratchet Strap,202 - Maxam Hardware List,,Other Parts,Hussey
1000746,3/8 hex nut,,0.05,0.05,Other,Ratchet Strap,202 - Maxam Hardware List,,Other Parts,Hussey
2070110,eye nut,,37.80,18.30,Hardware,Eye Nut for Strap,202 - Maxam Hardware List,,Other Parts,Hussey
1000663,MS 3/8 x 3/4,,0.35,0.25,Hardware,Eye Nut for Strap,202 - Maxam Hardware List,,Other Parts,Hussey
2011272,JC 1/4 x 1 3/4,,0.40,0.30,Wheels & Bearings,Casterhorn Front Lift Plate,202 - Maxam Hardware List,,Other Parts,Hussey
1015132,JC nut,,0.25,0.20,Wheels & Bearings,Casterhorn Front Lift Plate,202 - Maxam Hardware List,,Other Parts,Hussey
2024411,JC 1/4 x 2,use when bolting through guide,0.55,0.40,Wheels & Bearings,Casterhorn Front Lift Plate,202 - Maxam Hardware List,,Other Parts,Hussey
2011272,JC 1/4 x 1 3/4,,0.40,0.30,Wheels & Bearings,Casterhorn Rear Lift Plate,202 - Maxam Hardware List,,Other Parts,Hussey
1015132,JC nut,,0.25,0.20,Wheels & Bearings,Casterhorn Rear Lift Plate,202 - Maxam Hardware List,,Other Parts,Hussey
1022946,JC 1/4 x 1 3/4,per bracket/ per board,0.10,0.10,Seating,Seatboard or Riser Board,202 - Maxam Hardware List,,Other Parts,Hussey
1000760,1/4 lock nut,per bracket/ per board,0.05,0.05,Seating,Seatboard or Riser Board,202 - Maxam Hardware List,,Other Parts,Hussey
1038779,MS 3/8 x 1 BTH,,0.50,0.40,Other,Power Assist - hitch,202 - Maxam Hardware List,,Other Parts,Hussey
2178602,Tek screw,,0.50,0.40,Other,Power Assist - hitch,202 - Maxam Hardware List,,Other Parts,Hussey
2075173,Spring plunger,,52.85,39.95,Other,Power Assist - hitch,202 - Maxam Hardware List,,Other Parts,Hussey
1000669,MS 3/8 x 1.5,,0.25,0.20,Other,Power Assist - Attachment,202 - Maxam Hardware List,,Other Parts,Hussey
1000781,3/8 lock washer,,0.05,0.05,Other,Power Assist - Attachment,202 - Maxam Hardware List,,Other Parts,Hussey
1000746,3/8 hex nut,,0.05,0.05,Other,Power Assist - Attachment,202 - Maxam Hardware List,,Other Parts,Hussey
1000654,MS 1/4 x 3/4,,0.10,0.10,Frames & Supports,Flex row roller bracket,202 - Maxam Hardware List,,Other Parts,Hussey
1005235,1/4 lock washer,,0.05,0.05,Frames & Supports,Flex row roller bracket,202 - Maxam Hardware List,,Other Parts,Hussey
1020158,MS 1/4 x 1/2,2 per attachment,0.10,0.05,Frames & Supports,Skirt panel support,202 - Maxam Hardware List,,Other Parts,Hussey
1005235,1/4 lock washer,2 per attachment,0.05,0.05,Frames & Supports,Skirt panel support,202 - Maxam Hardware List,,Other Parts,Hussey
2043272,1/4 insert nut,2 per attachment,1.70,0.60,Frames & Supports,Skirt panel support,202 - Maxam Hardware List,,Other Parts,Hussey
2042230,1/8 x 1/2 cotter pin,1 per support,0.10,0.10,Frames & Supports,Skirt panel support,202 - Maxam Hardware List,,Other Parts,Hussey
1000785,1/2 flat washer,1 per support,1.55,1.20,Frames & Supports,Skirt panel support,202 - Maxam Hardware List,,Other Parts,Hussey
2074107,MS 1/4 x 1,2 per receptacle box,0.45,0.60,Frames & Supports,Skirt panel support,202 - Maxam Hardware List,,Other Parts,Hussey
1000760,1/4 lock nut,2 per receptacle box,0.05,0.05,Frames & Supports,Skirt panel support,202 - Maxam Hardware List,,Other Parts,Hussey
1022946,JC 1/4 x 1 3/4,Fixed board,0.10,0.10,Lumber & Decking,Skirt board (wood),202 - Maxam Hardware List,,Other Parts,Hussey
1012133,JC 1/4 x 3/4,Board to hinge,0.30,0.25,Lumber & Decking,Skirt board (wood),202 - Maxam Hardware List,,Other Parts,Hussey
2033216,MS 1/4 x 3/4 flat head,Hinge to outrigger,0.20,0.15,Lumber & Decking,Skirt board (wood),202 - Maxam Hardware List,,Other Parts,Hussey
2101696,MS 1/4 x 1 PH Truss HD,2 per support,0.10,0.10,Panels & Closures,Skirt panel - Metal,202 - Maxam Hardware List,Galvanized panel,Other Parts,Hussey
2101698,Grey plug,Galv. panel,0.35,0.25,Panels & Closures,Skirt panel - Metal,202 - Maxam Hardware List,Galvanized panel,Other Parts,Hussey
2101700,Grey plastic spacer,Galv. panel to hinge,0.20,0.15,Panels & Closures,Skirt panel - Metal,202 - Maxam Hardware List,Galvanized panel,Other Parts,Hussey
2170507,plastic end cap,2 per panel,1.15,0.90,Panels & Closures,Skirt panel - Metal,202 - Maxam Hardware List,Galvanized panel,Other Parts,Hussey
2033216,MS 1/4 x 3/4 flat hd,hinge to outrigger,0.20,0.15,Panels & Closures,Skirt panel - Metal,202 - Maxam Hardware List,Galvanized panel,Other Parts,Hussey
