Part Number,Product Name,Description,Price 2025,Price 2024,Category,Subcategory,Product Line,Model Info,Parent Assembly,Vendor
,Two 20'-0 Section 16T-30T (Need 15A circuit breaker),We will need to know what the amperage of the circuit breaker is in the schools electric box. The amperage is per line.,3919.00,3255.00,Power & Electrical,B - Wiring Harness Package only (no tractors),431 -Single Phase PRT 4 16-30 T,"PRT4 Work Sheet Use one sheet per bank. All Wiring harness include: 1 contactor, wire, all the hardware. Using the work sheet 1) Sect. #2 This is a wiring harness only. This is used if you already have a powered bank and want a new wiring harness, only. 2) Take the number of sections on your bank and find the one that matches, 3) You can choose limits or not 4) Choose how many pendants you would like. The pendants will be different from the original harness.",,Hussey
,Three 20'-0 Section 16T-30T (Need 30A circuit breaker),We will need to know what the amperage of the circuit breaker is in the schools electric box. The amperage is per line.,4789.00,4420.00,Power & Electrical,B - Wiring Harness Package only (no tractors),431 -Single Phase PRT 4 16-30 T,"PRT4 Work Sheet Use one sheet per bank. All Wiring harness include: 1 contactor, wire, all the hardware. Using the work sheet 1) Sect. #2 This is a wiring harness only. This is used if you already have a powered bank and want a new wiring harness, only. 2) Take the number of sections on your bank and find the one that matches, 3) You can choose limits or not 4) Choose how many pendants you would like. The pendants will be different from the original harness.",,Hussey
,Four 20'-0 Section 16T-30T (Need 30A circuit breaker),We will need to know what the amperage of the circuit breaker is in the schools electric box. The amperage is per line.,5168.00,4771.00,Power & Electrical,B - Wiring Harness Package only (no tractors),431 -Single Phase PRT 4 16-30 T,"PRT4 Work Sheet Use one sheet per bank. All Wiring harness include: 1 contactor, wire, all the hardware. Using the work sheet 1) Sect. #2 This is a wiring harness only. This is used if you already have a powered bank and want a new wiring harness, only. 2) Take the number of sections on your bank and find the one that matches, 3) You can choose limits or not 4) Choose how many pendants you would like. The pendants will be different from the original harness.",,Hussey
,Five 20'-0 Section 16T-30T (Need 40A circuit breaker),We will need to know what the amperage of the circuit breaker is in the schools electric box. The amperage is per line.,6915.00,6384.00,Power & Electrical,B - Wiring Harness Package only (no tractors),431 -Single Phase PRT 4 16-30 T,"PRT4 Work Sheet Use one sheet per bank. All Wiring harness include: 1 contactor, wire, all the hardware. Using the work sheet 1) Sect. #2 This is a wiring harness only. This is used if you already have a powered bank and want a new wiring harness, only. 2) Take the number of sections on your bank and find the one that matches, 3) You can choose limits or not 4) Choose how many pendants you would like. The pendants will be different from the original harness.",,Hussey
,Six 20'-0 Section 16T-30T (Need 40A circuit breaker),We will need to know what the amperage of the circuit breaker is in the schools electric box. The amperage is per line.,7961.00,7350.00,Power & Electrical,B - Wiring Harness Package only (no tractors),431 -Single Phase PRT 4 16-30 T,"PRT4 Work Sheet Use one sheet per bank. All Wiring harness include: 1 contactor, wire, all the hardware. Using the work sheet 1) Sect. #2 This is a wiring harness only. This is used if you already have a powered bank and want a new wiring harness, only. 2) Take the number of sections on your bank and find the one that matches, 3) You can choose limits or not 4) Choose how many pendants you would like. The pendants will be different from the original harness.",,Hussey
,Seven 20'-0 Section 16T-30T (Need 15A circuit breaker),We will need to know what the amperage of the circuit breaker is in the schools electric box. The amperage is per line.,8990.00,8290.00,Power & Electrical,B - Wiring Harness Package only (no tractors),431 -Single Phase PRT 4 16-30 T,"PRT4 Work Sheet Use one sheet per bank. All Wiring harness include: 1 contactor, wire, all the hardware. Using the work sheet 1) Sect. #2 This is a wiring harness only. This is used if you already have a powered bank and want a new wiring harness, only. 2) Take the number of sections on your bank and find the one that matches, 3) You can choose limits or not 4) Choose how many pendants you would like. The pendants will be different from the original harness.",,Hussey
,Eight 20'-0 Section 16T-30T (Need 15A circuit breaker),We will need to know what the amperage of the circuit breaker is in the schools electric box. The amperage is per line.,10036.00,9256.00,Power & Electrical,B - Wiring Harness Package only (no tractors),431 -Single Phase PRT 4 16-30 T,"PRT4 Work Sheet Use one sheet per bank. All Wiring harness include: 1 contactor, wire, all the hardware. Using the work sheet 1) Sect. #2 This is a wiring harness only. This is used if you already have a powered bank and want a new wiring harness, only. 2) Take the number of sections on your bank and find the one that matches, 3) You can choose limits or not 4) Choose how many pendants you would like. The pendants will be different from the original harness.",,Hussey
2107461,"Section connector, gap filler & hardware for 1"" gap","Section Connector work sheet used for R026,M2000 & M2400",77.45,58.40,Other,"SECTION #1 (PER GAP, PER TIER, 2ND TIER AND UP)",435 - Section Connector,"Using the work sheet 1) Determine the gap between the sections (the best way is to measure the top deck) 2) Find the gap size that you have in Section #1. 3) One per gap, one per tier, 2nd tier and up. 4) Add the number in the Qty. column and times by the price, for the total 5) Section #2 is for 1st tier only. Find the same gap. 6) Add the number in the Qty. column and times by the price, for the total. Installation note: 1) Section connectors are required only if the sections are manual 2) Sections can be moved together or a tube added to fill the gap. 3) Section connectors must be installed over the deck supports.",Other Parts,Hussey
2107462,"Section connector, gap filler & hardware for 1 1/4"" gap","Section Connector work sheet used for R026,M2000 & M2400",57.65,44.35,Other,"SECTION #1 (PER GAP, PER TIER, 2ND TIER AND UP)",435 - Section Connector,"Using the work sheet 1) Determine the gap between the sections (the best way is to measure the top deck) 2) Find the gap size that you have in Section #1. 3) One per gap, one per tier, 2nd tier and up. 4) Add the number in the Qty. column and times by the price, for the total 5) Section #2 is for 1st tier only. Find the same gap. 6) Add the number in the Qty. column and times by the price, for the total. Installation note: 1) Section connectors are required only if the sections are manual 2) Sections can be moved together or a tube added to fill the gap. 3) Section connectors must be installed over the deck supports.",Other Parts,Hussey
2107463,"Section connector, gap filler & hardware for 1 1/2"" gap","Section Connector work sheet used for R026,M2000 & M2400",60.20,46.40,Other,"SECTION #1 (PER GAP, PER TIER, 2ND TIER AND UP)",435 - Section Connector,"Using the work sheet 1) Determine the gap between the sections (the best way is to measure the top deck) 2) Find the gap size that you have in Section #1. 3) One per gap, one per tier, 2nd tier and up. 4) Add the number in the Qty. column and times by the price, for the total 5) Section #2 is for 1st tier only. Find the same gap. 6) Add the number in the Qty. column and times by the price, for the total. Installation note: 1) Section connectors are required only if the sections are manual 2) Sections can be moved together or a tube added to fill the gap. 3) Section connectors must be installed over the deck supports.",Other Parts,Hussey
2107464,"Section connector, gap filler & hardware for 1 3//4"" gap","Section Connector work sheet used for R026,M2000 & M2400",86.50,63.50,Other,"SECTION #1 (PER GAP, PER TIER, 2ND TIER AND UP)",435 - Section Connector,"Using the work sheet 1) Determine the gap between the sections (the best way is to measure the top deck) 2) Find the gap size that you have in Section #1. 3) One per gap, one per tier, 2nd tier and up. 4) Add the number in the Qty. column and times by the price, for the total 5) Section #2 is for 1st tier only. Find the same gap. 6) Add the number in the Qty. column and times by the price, for the total. Installation note: 1) Section connectors are required only if the sections are manual 2) Sections can be moved together or a tube added to fill the gap. 3) Section connectors must be installed over the deck supports.",Other Parts,Hussey
2107465,"Sect. Conn., gap filler, rods & hardware for 1"" gap","Section Connector work sheet used for R026,M2000 & M2400",137.80,105.35,Other,"SECTION #2 (PER GAP, 1ST TIER ONLY)",435 - Section Connector,"Using the work sheet 1) Determine the gap between the sections (the best way is to measure the top deck) 2) Find the gap size that you have in Section #1. 3) One per gap, one per tier, 2nd tier and up. 4) Add the number in the Qty. column and times by the price, for the total 5) Section #2 is for 1st tier only. Find the same gap. 6) Add the number in the Qty. column and times by the price, for the total. Installation note: 1) Section connectors are required only if the sections are manual 2) Sections can be moved together or a tube added to fill the gap. 3) Section connectors must be installed over the deck supports.",Other Parts,Hussey
2107466,"Sect. Conn., gap filler, rods & hardware for 1 1/4"" gap","Section Connector work sheet used for R026,M2000 & M2400",118.00,91.35,Other,"SECTION #2 (PER GAP, 1ST TIER ONLY)",435 - Section Connector,"Using the work sheet 1) Determine the gap between the sections (the best way is to measure the top deck) 2) Find the gap size that you have in Section #1. 3) One per gap, one per tier, 2nd tier and up. 4) Add the number in the Qty. column and times by the price, for the total 5) Section #2 is for 1st tier only. Find the same gap. 6) Add the number in the Qty. column and times by the price, for the total. Installation note: 1) Section connectors are required only if the sections are manual 2) Sections can be moved together or a tube added to fill the gap. 3) Section connectors must be installed over the deck supports.",Other Parts,Hussey
2107467,"Sect. Conn., gap filler, rods & hardware for 1 1/2"" gap","Section Connector work sheet used for R026,M2000 & M2400",120.55,93.35,Other,"SECTION #2 (PER GAP, 1ST TIER ONLY)",435 - Section Connector,"Using the work sheet 1) Determine the gap between the sections (the best way is to measure the top deck) 2) Find the gap size that you have in Section #1. 3) One per gap, one per tier, 2nd tier and up. 4) Add the number in the Qty. column and times by the price, for the total 5) Section #2 is for 1st tier only. Find the same gap. 6) Add the number in the Qty. column and times by the price, for the total. Installation note: 1) Section connectors are required only if the sections are manual 2) Sections can be moved together or a tube added to fill the gap. 3) Section connectors must be installed over the deck supports.",Other Parts,Hussey
2107468,"Sect. Conn., gap filler, rods & hardware for 1 3/4"" gap","Section Connector work sheet used for R026,M2000 & M2400",147.05,110.65,Other,"SECTION #2 (PER GAP, 1ST TIER ONLY)",435 - Section Connector,"Using the work sheet 1) Determine the gap between the sections (the best way is to measure the top deck) 2) Find the gap size that you have in Section #1. 3) One per gap, one per tier, 2nd tier and up. 4) Add the number in the Qty. column and times by the price, for the total 5) Section #2 is for 1st tier only. Find the same gap. 6) Add the number in the Qty. column and times by the price, for the total. Installation note: 1) Section connectors are required only if the sections are manual 2) Sections can be moved together or a tube added to fill the gap. 3) Section connectors must be installed over the deck supports.",Other Parts,Hussey
2108102,"M100 Sect Cnctrs (22"" Rw Spc)",SECTION CONNECTORS 1 per tier except top seat,28.90,20.35,Hardware,SECTION CONNECTORS,436 - M100-M300 Section Connector,,Other Parts,Hussey
2108103,"M100 Sect Cnctrs (24"" Rw Spc)",SECTION CONNECTORS 1 per tier except top seat,28.90,20.35,Hardware,SECTION CONNECTORS,436 - M100-M300 Section Connector,,Other Parts,Hussey
2108104,"M300 Sect Cnctrs (30"" Rw Spc)",SECTION CONNECTORS 1 per tier except top seat,28.80,20.30,Hardware,SECTION CONNECTORS,436 - M100-M300 Section Connector,,Other Parts,Hussey
1000822,1/4-20 x 1.500 Step Bolt,10 per section connector M100 14 per section connector M300,0.60,0.50,Hardware,HARDWARE,436 - M100-M300 Section Connector,,Other Parts,Hussey
1000760,1/4-20 Lock Nut,10 per section connector M100 14 per section connector M300,0.05,0.05,Hardware,HARDWARE,436 - M100-M300 Section Connector,,Other Parts,Hussey
1032444,10-24 x 1.437 Screw SLFD,6 per section connector M100 8 per section connector M300,0.10,0.10,Hardware,HARDWARE,436 - M100-M300 Section Connector,,Other Parts,Hussey
2117541,Remote control port 50'-0,,273.00,246.35,Power & Electrical,MAXAM BLEACHER REMOTE CONTROL A) WITHOUT LIMIT SWITCH,441 - Gen 2 Wireless Remote Control,,Other Parts,Hussey
2117542,Remote control port 100'-0,,556.25,494.45,Power & Electrical,MAXAM BLEACHER REMOTE CONTROL A) WITHOUT LIMIT SWITCH,441 - Gen 2 Wireless Remote Control,,Other Parts,Hussey
2117543,Remote control port 150'-0,,450.00,406.00,Power & Electrical,MAXAM BLEACHER REMOTE CONTROL A) WITHOUT LIMIT SWITCH,441 - Gen 2 Wireless Remote Control,,Other Parts,Hussey
2117544,Remote control port 200'-0,,553.75,492.25,Power & Electrical,MAXAM BLEACHER REMOTE CONTROL A) WITHOUT LIMIT SWITCH,441 - Gen 2 Wireless Remote Control,,Other Parts,Hussey
2117535,Control box package,,1158.45,1066.70,Power & Electrical,A - Control Box,441 - Gen 2 Wireless Remote Control,,Other Parts,Hussey
2118199,Handheld transmitter,,135.70,120.60,Power & Electrical,A - Transmitter,441 - Gen 2 Wireless Remote Control,,Other Parts,Hussey
2117539,Pendant receptacle,,766.65,622.25,Power & Electrical,A - Receptacle & Pendant,441 - Gen 2 Wireless Remote Control,,Other Parts,Hussey
2015706,Pendant control,,390.90,343.00,Power & Electrical,A - Receptacle & Pendant,441 - Gen 2 Wireless Remote Control,,Other Parts,Hussey
2117555,Remote control port 50'-0,,191.75,173.00,Power & Electrical,MAXAM BLEACHER REMOTE CONTROL B) WITH LIMIT SWITCH,441 - Gen 2 Wireless Remote Control,,Other Parts,Hussey
2117556,Remote control port 100'-0,,282.50,254.85,Power & Electrical,MAXAM BLEACHER REMOTE CONTROL B) WITH LIMIT SWITCH,441 - Gen 2 Wireless Remote Control,,Other Parts,Hussey
2117557,Remote control port 150'-0,,394.50,355.95,Power & Electrical,MAXAM BLEACHER REMOTE CONTROL B) WITH LIMIT SWITCH,441 - Gen 2 Wireless Remote Control,,Other Parts,Hussey
2117558,Remote control port 200'-0,,627.15,585.85,Power & Electrical,MAXAM BLEACHER REMOTE CONTROL B) WITH LIMIT SWITCH,441 - Gen 2 Wireless Remote Control,,Other Parts,Hussey
2117536,Control box package,,Call for Price,1044.45,Power & Electrical,B - Control Box,441 - Gen 2 Wireless Remote Control,,Other Parts,Hussey
2118199,Handheld transmitter,,135.70,120.60,Power & Electrical,B -Transmitter,441 - Gen 2 Wireless Remote Control,,Other Parts,Hussey
2117553,Pendant receptacle,,703.35,625.20,Power & Electrical,B - RECEPTACLE & PENDANT:,441 - Gen 2 Wireless Remote Control,,Other Parts,Hussey
2015706,Pendant control,,390.90,343.00,Power & Electrical,B - RECEPTACLE & PENDANT:,441 - Gen 2 Wireless Remote Control,,Other Parts,Hussey
CC001114,Limit package (not for CSA),,1311.85,1146.80,Power & Electrical,B - RECEPTACLE & PENDANT:,441 - Gen 2 Wireless Remote Control,,Other Parts,Hussey
2074107,"MS 1/4 x 1"" (6 per bank)",,0.40,0.35,Hardware,HARDWARE,441 - Gen 2 Wireless Remote Control,,Other Parts,Hussey
2178602,Screw 1/4 x 3/4 (3 per control box),,0.45,0.40,Hardware,HARDWARE,441 - Gen 2 Wireless Remote Control,,Other Parts,Hussey
2119257,MS #6 x 1 1/2 (2 per remote control),,0.20,0.20,Hardware,HARDWARE,441 - Gen 2 Wireless Remote Control,,Other Parts,Hussey
1000957,Nytie strap (1 every 2'-0 on port & limit),,0.20,0.10,Hardware,HARDWARE,441 - Gen 2 Wireless Remote Control,,Other Parts,Hussey
1000665,MS 3/8 x 1 (2 each),,0.15,0.15,Other,CC001114 PACKAGE (NOT FOR CSA),441 - Gen 2 Wireless Remote Control,,Other Parts,Hussey
1000746,3/8 hex nut (2 each),,0.05,0.05,Other,CC001114 PACKAGE (NOT FOR CSA),441 - Gen 2 Wireless Remote Control,,Other Parts,Hussey
1000781,3/8 lk washer (2 each),,0.05,0.05,Other,CC001114 PACKAGE (NOT FOR CSA),441 - Gen 2 Wireless Remote Control,,Other Parts,Hussey
2178602,Screw #14 x 3/4 SLFD (4 each),,0.40,0.40,Other,CC001114 PACKAGE (NOT FOR CSA),441 - Gen 2 Wireless Remote Control,,Other Parts,Hussey
1000847,Screw #8 x 1/2 SLFT (1 each),,0.05,0.05,Other,CC001114 PACKAGE (NOT FOR CSA),441 - Gen 2 Wireless Remote Control,,Other Parts,Hussey
1001119,Snap ring (4 each),,0.05,0.05,Other,CC001114 PACKAGE (NOT FOR CSA),441 - Gen 2 Wireless Remote Control,,Other Parts,Hussey
2011157,Axle (1 each),,0.50,0.50,Other,CC001114 PACKAGE (NOT FOR CSA),441 - Gen 2 Wireless Remote Control,,Other Parts,Hussey
2117567,Switch assy (1 each),,1105.18,1105.18,Other,CC001114 PACKAGE (NOT FOR CSA),441 - Gen 2 Wireless Remote Control,,Other Parts,Hussey
2033688,Trip pin (1 each),,4.65,4.65,Other,CC001114 PACKAGE (NOT FOR CSA),441 - Gen 2 Wireless Remote Control,,Other Parts,Hussey
2033690,Close bracket (1 each),,28.35,28.35,Other,CC001114 PACKAGE (NOT FOR CSA),441 - Gen 2 Wireless Remote Control,,Other Parts,Hussey
2033691,Open bracket (1 each),,7.35,7.35,Other,CC001114 PACKAGE (NOT FOR CSA),441 - Gen 2 Wireless Remote Control,,Other Parts,Hussey
2148084,Bypass switch 25'-0,,626.50,556.90,Power & Electrical,A - MAXAM BLEACHER WITH LIMITS REMOTE CONTROL BYPAS SWITCH,445 - Gen 3 Wiring with Limits,,Other Parts,Hussey
2134024,Bypass switch 50'-0,,629.55,559.60,Power & Electrical,A - MAXAM BLEACHER WITH LIMITS REMOTE CONTROL BYPAS SWITCH,445 - Gen 3 Wiring with Limits,,Other Parts,Hussey
2148085,Bypass switch 75'-0,,734.50,652.90,Power & Electrical,A - MAXAM BLEACHER WITH LIMITS REMOTE CONTROL BYPAS SWITCH,445 - Gen 3 Wiring with Limits,,Other Parts,Hussey
2134025,Bypass switch 100'-0,,909.55,808.50,Power & Electrical,A - MAXAM BLEACHER WITH LIMITS REMOTE CONTROL BYPAS SWITCH,445 - Gen 3 Wiring with Limits,,Other Parts,Hussey
2148086,Bypass switch 125'-0,,1034.10,919.20,Power & Electrical,A - MAXAM BLEACHER WITH LIMITS REMOTE CONTROL BYPAS SWITCH,445 - Gen 3 Wiring with Limits,,Other Parts,Hussey
2134026,Bypass switch 150'-0,,1267.10,1126.35,Power & Electrical,A - MAXAM BLEACHER WITH LIMITS REMOTE CONTROL BYPAS SWITCH,445 - Gen 3 Wiring with Limits,,Other Parts,Hussey
2134027,Bypass switch 200'-0,,1484.80,1319.85,Power & Electrical,A - MAXAM BLEACHER WITH LIMITS REMOTE CONTROL BYPAS SWITCH,445 - Gen 3 Wiring with Limits,,Other Parts,Hussey
CC001634,Limit switch package (not for CSA),,1261.80,1102.30,Power & Electrical,A - LIMIT SWITCH,445 - Gen 3 Wiring with Limits,,Other Parts,Hussey
2136634,Control box package,,2087.55,1093.90,Power & Electrical,A - Remote Control Box,445 - Gen 3 Wiring with Limits,,Other Parts,Hussey
2164769,Control box package 24V,,1917.70,1704.60,Power & Electrical,A - Remote Control Box,445 - Gen 3 Wiring with Limits,,Other Parts,Hussey
2118199,Handheld transmitter,,135.70,120.60,Power & Electrical,A - TRANSMITTER,445 - Gen 3 Wiring with Limits,,Other Parts,Hussey
2148084,Bypass switch 25'-0,,626.50,556.90,Power & Electrical,B - Maxam bleacher with limits Pendant Bypass Switch,445 - Gen 3 Wiring with Limits,,Other Parts,Hussey
2134024,Bypass switch 50'-0,,629.55,559.60,Power & Electrical,B - Maxam bleacher with limits Pendant Bypass Switch,445 - Gen 3 Wiring with Limits,,Other Parts,Hussey
2148085,Bypass switch 75'-0,,734.50,652.90,Power & Electrical,B - Maxam bleacher with limits Pendant Bypass Switch,445 - Gen 3 Wiring with Limits,,Other Parts,Hussey
2134025,Bypass switch 100'-0,,909.55,808.50,Power & Electrical,B - Maxam bleacher with limits Pendant Bypass Switch,445 - Gen 3 Wiring with Limits,,Other Parts,Hussey
2148086,Bypass switch 125'-0,,1034.10,919.20,Power & Electrical,B - Maxam bleacher with limits Pendant Bypass Switch,445 - Gen 3 Wiring with Limits,,Other Parts,Hussey
2134026,Bypass switch 150'-0,,1267.10,1126.35,Power & Electrical,B - Maxam bleacher with limits Pendant Bypass Switch,445 - Gen 3 Wiring with Limits,,Other Parts,Hussey
2134027,Bypass switch 200'-0,,1484.80,1319.85,Power & Electrical,B - Maxam bleacher with limits Pendant Bypass Switch,445 - Gen 3 Wiring with Limits,,Other Parts,Hussey
CC001634,Limit switch package (not for CSA),,1261.80,1102.30,Power & Electrical,B - LIMIT SWITCH,445 - Gen 3 Wiring with Limits,,Other Parts,Hussey
2134020,Pendant control,,478.35,421.05,Power & Electrical,B - PENDANT,445 - Gen 3 Wiring with Limits,,Other Parts,Hussey
2149407,Cord 25'-0,,161.55,143.60,Power & Electrical,C - MAXAM BLEACHER WITH LIMITS KEYSWITCH WITHOUT LIMITS,445 - Gen 3 Wiring with Limits,,Other Parts,Hussey
2136614,Cord 50'-0,,964.85,857.65,Power & Electrical,C - MAXAM BLEACHER WITH LIMITS KEYSWITCH WITHOUT LIMITS,445 - Gen 3 Wiring with Limits,,Other Parts,Hussey
2136615,Cord 100'-0,,1679.90,1493.25,Power & Electrical,C - MAXAM BLEACHER WITH LIMITS KEYSWITCH WITHOUT LIMITS,445 - Gen 3 Wiring with Limits,,Other Parts,Hussey
2136616,Cord 150'-0,,1659.65,1475.25,Power & Electrical,C - MAXAM BLEACHER WITH LIMITS KEYSWITCH WITHOUT LIMITS,445 - Gen 3 Wiring with Limits,,Other Parts,Hussey
2136617,Cord 200'-0,,1250.15,1111.25,Power & Electrical,C - MAXAM BLEACHER WITH LIMITS KEYSWITCH WITHOUT LIMITS,445 - Gen 3 Wiring with Limits,,Other Parts,Hussey
CC001634,Limit switch package (not for CSA),,1261.80,1102.30,Power & Electrical,C - LIMIT SWITCH,445 - Gen 3 Wiring with Limits,,Other Parts,Hussey
2074107,"MS 1/4 x 1"" (6 per bank)",,0.40,0.35,Hardware,D - HARDWARE,445 - Gen 3 Wiring with Limits,,Other Parts,Hussey
2178602,Screw 1/4 x 3/4 (3 per control box),,0.45,0.40,Hardware,D - HARDWARE,445 - Gen 3 Wiring with Limits,,Other Parts,Hussey
2119257,MS #6 x 1 1/2 (2 per remote control),,0.20,0.20,Hardware,D - HARDWARE,445 - Gen 3 Wiring with Limits,,Other Parts,Hussey
1000957,Nytie strap (1 every 2'-0 on port & limit),,0.20,0.10,Hardware,D - HARDWARE,445 - Gen 3 Wiring with Limits,,Other Parts,Hussey
1000665,MS 3/8 x 1 (2 each),,0.15,0.15,Other,CC001634 PACKAGE (NOT FOR CSA),445 - Gen 3 Wiring with Limits,,Other Parts,Hussey
1000746,3/8 hex nut (2 each),,0.05,0.05,Other,CC001634 PACKAGE (NOT FOR CSA),445 - Gen 3 Wiring with Limits,,Other Parts,Hussey
1000781,3/8 lk washer (2 each),,0.05,0.05,Other,CC001634 PACKAGE (NOT FOR CSA),445 - Gen 3 Wiring with Limits,,Other Parts,Hussey
2178602,Screw #14 x 3/4 SLFD (4 each),,0.40,0.40,Other,CC001634 PACKAGE (NOT FOR CSA),445 - Gen 3 Wiring with Limits,,Other Parts,Hussey
1000847,Screw #8 x 1/2 SLFT (1 each),,0.05,0.05,Other,CC001634 PACKAGE (NOT FOR CSA),445 - Gen 3 Wiring with Limits,,Other Parts,Hussey
1001119,Snap ring (4 each),,0.05,0.05,Other,CC001634 PACKAGE (NOT FOR CSA),445 - Gen 3 Wiring with Limits,,Other Parts,Hussey
2011157,Axle (1 each),,0.50,0.50,Other,CC001634 PACKAGE (NOT FOR CSA),445 - Gen 3 Wiring with Limits,,Other Parts,Hussey
2136222,Switch assy (1 each),,1059.45,1059.45,Other,CC001634 PACKAGE (NOT FOR CSA),445 - Gen 3 Wiring with Limits,,Other Parts,Hussey
2033688,Trip pin (1 each),,4.65,4.65,Other,CC001634 PACKAGE (NOT FOR CSA),445 - Gen 3 Wiring with Limits,,Other Parts,Hussey
2033690,Close bracket (1 each),,28.35,28.35,Other,CC001634 PACKAGE (NOT FOR CSA),445 - Gen 3 Wiring with Limits,,Other Parts,Hussey
2033691,Open bracket (1 each),,7.35,7.35,Other,CC001634 PACKAGE (NOT FOR CSA),445 - Gen 3 Wiring with Limits,,Other Parts,Hussey
2148078,Control port 25'-0,,419.70,373.10,Power & Electrical,A - Maxam bleacher without limits Remote control,446 - Gen 3 Wiring without Limits,,Other Parts,Hussey
2136218,Control port 50'-0,,470.05,417.85,Power & Electrical,A - Maxam bleacher without limits Remote control,446 - Gen 3 Wiring without Limits,,Other Parts,Hussey
2148079,Control port 75'-0,,509.40,446.85,Power & Electrical,A - Maxam bleacher without limits Remote control,446 - Gen 3 Wiring without Limits,,Other Parts,Hussey
2136219,Control port 100'-0,,515.65,458.40,Power & Electrical,A - Maxam bleacher without limits Remote control,446 - Gen 3 Wiring without Limits,,Other Parts,Hussey
2148080,Control port 125'-0,,744.05,654.20,Power & Electrical,A - Maxam bleacher without limits Remote control,446 - Gen 3 Wiring without Limits,,Other Parts,Hussey
2136220,Control port 150'-0,,763.70,678.85,Power & Electrical,A - Maxam bleacher without limits Remote control,446 - Gen 3 Wiring without Limits,,Other Parts,Hussey
2136221,Control port 200'-0,,896.00,796.45,Power & Electrical,A - Maxam bleacher without limits Remote control,446 - Gen 3 Wiring without Limits,,Other Parts,Hussey
2136634,Remote Control box package,,2087.55,1378.65,Power & Electrical,A - REMOTE CONTROL BOX,446 - Gen 3 Wiring without Limits,,Other Parts,Hussey
2164769,Remote Control box package 24V,,1917.70,1704.60,Power & Electrical,A - REMOTE CONTROL BOX,446 - Gen 3 Wiring without Limits,,Other Parts,Hussey
2118199,Handheld transmitter,,135.70,120.60,Power & Electrical,A - TRANSMITTER,446 - Gen 3 Wiring without Limits,,Other Parts,Hussey
2148078,Control port 25'-0,,419.70,373.10,Power & Electrical,B - MAXAM BLEACHER WITHOUT LIMITS PENDANT,446 - Gen 3 Wiring without Limits,,Other Parts,Hussey
2136218,Control port 50'-0,,470.05,417.85,Power & Electrical,B - MAXAM BLEACHER WITHOUT LIMITS PENDANT,446 - Gen 3 Wiring without Limits,,Other Parts,Hussey
2148079,Control port 75'-0,,509.40,446.85,Power & Electrical,B - MAXAM BLEACHER WITHOUT LIMITS PENDANT,446 - Gen 3 Wiring without Limits,,Other Parts,Hussey
2136219,Control port 100'-0,,515.65,458.40,Power & Electrical,B - MAXAM BLEACHER WITHOUT LIMITS PENDANT,446 - Gen 3 Wiring without Limits,,Other Parts,Hussey
2148080,Control port 125'-0,,744.05,654.20,Power & Electrical,B - MAXAM BLEACHER WITHOUT LIMITS PENDANT,446 - Gen 3 Wiring without Limits,,Other Parts,Hussey
2136220,Control port 150'-0,,763.70,678.85,Power & Electrical,B - MAXAM BLEACHER WITHOUT LIMITS PENDANT,446 - Gen 3 Wiring without Limits,,Other Parts,Hussey
2136221,Control port 200'-0,,896.00,796.45,Power & Electrical,B - MAXAM BLEACHER WITHOUT LIMITS PENDANT,446 - Gen 3 Wiring without Limits,,Other Parts,Hussey
2134020,Pendant control,,478.35,421.05,Power & Electrical,B - PENDANT,446 - Gen 3 Wiring without Limits,,Other Parts,Hussey
2149408,Cord 25'-0,,169.80,150.95,Power & Electrical,C - KEYSWITCH WITHOUT LIMITS,446 - Gen 3 Wiring without Limits,,Other Parts,Hussey
2136635,Cord 50'-0,,972.70,864.65,Power & Electrical,C - KEYSWITCH WITHOUT LIMITS,446 - Gen 3 Wiring without Limits,,Other Parts,Hussey
2136636,Cord 100'-0,,1623.15,1442.80,Power & Electrical,C - KEYSWITCH WITHOUT LIMITS,446 - Gen 3 Wiring without Limits,,Other Parts,Hussey
2136637,Cord 150'-0,,1303.90,1159.05,Power & Electrical,C - KEYSWITCH WITHOUT LIMITS,446 - Gen 3 Wiring without Limits,,Other Parts,Hussey
2136638,Cord 200'-0,,555.00,493.35,Power & Electrical,C - KEYSWITCH WITHOUT LIMITS,446 - Gen 3 Wiring without Limits,,Other Parts,Hussey
2074107,"MS 1/4 x 1"" (6 per bank)",,0.40,0.35,Hardware,D - HARDWARE,446 - Gen 3 Wiring without Limits,,Other Parts,Hussey
2178602,Screw 1/4 x 3/4 (3 per remote control box),,0.45,0.40,Hardware,D - HARDWARE,446 - Gen 3 Wiring without Limits,,Other Parts,Hussey
2119257,MS #6 x 1 1/2 (2 per remote control),,0.20,0.20,Hardware,D - HARDWARE,446 - Gen 3 Wiring without Limits,,Other Parts,Hussey
1000957,Nytie strap (1 every 2'-0 on port or cord),,0.20,0.10,Hardware,D - HARDWARE,446 - Gen 3 Wiring without Limits,,Other Parts,Hussey
