Product Name,Product Description,Part #,Price2025,Price2024,Price2023,Price2022,Quantity,Spec 1,Spec 2,Spec 3,Color (picklist?)
Eight 20'-0 Section 16T-30T (Need 15A circuit breaker),We will need to know what the amperage of the circuit breaker is in the schools electric box. The amperage is per line.,,"$52,278.00","$45,031.00","$43,309.00","$40,401.00",,431 -Single Phase PRT 4 16-30 T,A - WIRING HARNESS & TRACTORS SECTION 1,"PRT4 Work Sheet      Use one sheet per bank   All Wiring harness include: 1 contactor, wire,  all the hardware.            Using the work sheet 1) Sect. #1 has the wiring harness and tractors included. This is for adding power to a manual bank.           2) Take the number of sections on your bank and find the one that matches,                   3) You can choose limits or not.               4) Choose how many pendants you would like ",
Limit switches - One per wiring harness 1-6 Tractors,We will need to know what the amperage of the circuit breaker is in the schools electric box. The amperage is per line.,,"$2,035.00","$1,844.00","$1,821.00","$1,575.00",,431 -Single Phase PRT 4 16-30 T,A - Limit switches,"PRT4 Work Sheet      Use one sheet per bank   All Wiring harness include: 1 contactor, wire,  all the hardware.            Using the work sheet 1) Sect. #1 has the wiring harness and tractors included. This is for adding power to a manual bank.           2) Take the number of sections on your bank and find the one that matches,                   3) You can choose limits or not.               4) Choose how many pendants you would like ",
Limit switches - One per wiring harness 7-8 tractors,We will need to know what the amperage of the circuit breaker is in the schools electric box. The amperage is per line.,,"$3,460.00","$3,133.00","$3,087.00",,,431 -Single Phase PRT 4 16-30 T,A - Limit switches,"PRT4 Work Sheet      Use one sheet per bank   All Wiring harness include: 1 contactor, wire,  all the hardware.            Using the work sheet 1) Sect. #1 has the wiring harness and tractors included. This is for adding power to a manual bank.           2) Take the number of sections on your bank and find the one that matches,                   3) You can choose limits or not.               4) Choose how many pendants you would like ",
12'-0 pendant Gen3,We will need to know what the amperage of the circuit breaker is in the schools electric box. The amperage is per line.,2134020,$319.00,$292.00,$273.00,$381.00,,431 -Single Phase PRT 4 16-30 T,A - PENDANT (ONE PER HARNESS- 2 PER JOB),"PRT4 Work Sheet      Use one sheet per bank   All Wiring harness include: 1 contactor, wire,  all the hardware.            Using the work sheet 1) Sect. #1 has the wiring harness and tractors included. This is for adding power to a manual bank.           2) Take the number of sections on your bank and find the one that matches,                   3) You can choose limits or not.               4) Choose how many pendants you would like ",
One 20'-0 Section 16T-30T (Need 15A circuit breaker),We will need to know what the amperage of the circuit breaker is in the schools electric box. The amperage is per line.,,"$3,539.00","$2,905.00","$2,734.00","$2,640.00",,431 -Single Phase PRT 4 16-30 T,B - Wiring Harness Package only (no tractors),"PRT4 Work Sheet      Use one sheet per bank. All Wiring harness include: 1 contactor, wire,  all the hardware.            Using the work sheet 1) Sect. #2 This is a wiring harness only. This is used if you already have a powered bank and want  a new wiring harness, only.            2) Take the number of sections on your bank and find the one that matches,                  3) You can choose limits or not 4) Choose how many pendants you would like. The pendants will be different from the original harness. ",
Two 20'-0 Section 16T-30T (Need 15A circuit breaker) ,We will need to know what the amperage of the circuit breaker is in the schools electric box. The amperage is per line.,,"$3,919.00","$3,255.00","$3,085.00","$2,991.00",,431 -Single Phase PRT 4 16-30 T,B - Wiring Harness Package only (no tractors),"PRT4 Work Sheet      Use one sheet per bank. All Wiring harness include: 1 contactor, wire,  all the hardware.            Using the work sheet 1) Sect. #2 This is a wiring harness only. This is used if you already have a powered bank and want  a new wiring harness, only.            2) Take the number of sections on your bank and find the one that matches,                  3) You can choose limits or not 4) Choose how many pendants you would like. The pendants will be different from the original harness. ",
Three 20'-0 Section 16T-30T (Need 30A circuit breaker),We will need to know what the amperage of the circuit breaker is in the schools electric box. The amperage is per line.,,"$4,789.00","$4,420.00","$4,249.00","$4,144.00",,431 -Single Phase PRT 4 16-30 T,B - Wiring Harness Package only (no tractors),"PRT4 Work Sheet      Use one sheet per bank. All Wiring harness include: 1 contactor, wire,  all the hardware.            Using the work sheet 1) Sect. #2 This is a wiring harness only. This is used if you already have a powered bank and want  a new wiring harness, only.            2) Take the number of sections on your bank and find the one that matches,                  3) You can choose limits or not 4) Choose how many pendants you would like. The pendants will be different from the original harness. ",
Four 20'-0 Section 16T-30T (Need 30A circuit breaker),We will need to know what the amperage of the circuit breaker is in the schools electric box. The amperage is per line.,,"$5,168.00","$4,771.00","$4,600.00","$4,494.00",,431 -Single Phase PRT 4 16-30 T,B - Wiring Harness Package only (no tractors),"PRT4 Work Sheet      Use one sheet per bank. All Wiring harness include: 1 contactor, wire,  all the hardware.            Using the work sheet 1) Sect. #2 This is a wiring harness only. This is used if you already have a powered bank and want  a new wiring harness, only.            2) Take the number of sections on your bank and find the one that matches,                  3) You can choose limits or not 4) Choose how many pendants you would like. The pendants will be different from the original harness. ",
Five 20'-0 Section 16T-30T (Need 40A circuit breaker),We will need to know what the amperage of the circuit breaker is in the schools electric box. The amperage is per line.,,"$6,915.00","$6,384.00","$6,213.00","$6,095.00",,431 -Single Phase PRT 4 16-30 T,B - Wiring Harness Package only (no tractors),"PRT4 Work Sheet      Use one sheet per bank. All Wiring harness include: 1 contactor, wire,  all the hardware.            Using the work sheet 1) Sect. #2 This is a wiring harness only. This is used if you already have a powered bank and want  a new wiring harness, only.            2) Take the number of sections on your bank and find the one that matches,                  3) You can choose limits or not 4) Choose how many pendants you would like. The pendants will be different from the original harness. ",
Six 20'-0 Section 16T-30T (Need 40A circuit breaker),We will need to know what the amperage of the circuit breaker is in the schools electric box. The amperage is per line.,,"$7,961.00","$7,350.00","$7,179.00","$7,048.00",,431 -Single Phase PRT 4 16-30 T,B - Wiring Harness Package only (no tractors),"PRT4 Work Sheet      Use one sheet per bank. All Wiring harness include: 1 contactor, wire,  all the hardware.            Using the work sheet 1) Sect. #2 This is a wiring harness only. This is used if you already have a powered bank and want  a new wiring harness, only.            2) Take the number of sections on your bank and find the one that matches,                  3) You can choose limits or not 4) Choose how many pendants you would like. The pendants will be different from the original harness. ",
Seven 20'-0 Section 16T-30T (Need 15A circuit breaker) ,We will need to know what the amperage of the circuit breaker is in the schools electric box. The amperage is per line.,,"$8,990.00","$8,290.00","$7,949.00","$7,843.00",,431 -Single Phase PRT 4 16-30 T,B - Wiring Harness Package only (no tractors),"PRT4 Work Sheet      Use one sheet per bank. All Wiring harness include: 1 contactor, wire,  all the hardware.            Using the work sheet 1) Sect. #2 This is a wiring harness only. This is used if you already have a powered bank and want  a new wiring harness, only.            2) Take the number of sections on your bank and find the one that matches,                  3) You can choose limits or not 4) Choose how many pendants you would like. The pendants will be different from the original harness. ",
Eight 20'-0 Section 16T-30T (Need 15A circuit breaker),We will need to know what the amperage of the circuit breaker is in the schools electric box. The amperage is per line.,,"$10,036.00","$9,256.00","$8,915.00","$8,797.00",,431 -Single Phase PRT 4 16-30 T,B - Wiring Harness Package only (no tractors),"PRT4 Work Sheet      Use one sheet per bank. All Wiring harness include: 1 contactor, wire,  all the hardware.            Using the work sheet 1) Sect. #2 This is a wiring harness only. This is used if you already have a powered bank and want  a new wiring harness, only.            2) Take the number of sections on your bank and find the one that matches,                  3) You can choose limits or not 4) Choose how many pendants you would like. The pendants will be different from the original harness. ",
"Section connector, gap filler & hardware for 1"" gap","Section Connector work sheet used for R026,M2000 & M2400 ",2107461,$77.45,$58.40,$58.40,$58.40,,435 - Section Connector,"SECTION #1 (PER GAP, PER TIER, 2ND TIER AND UP)","Using the work sheet 1) Determine the gap between the sections (the best way is to measure the top deck) 2) Find the gap size that you have in Section #1. 3) One per gap, one per tier, 2nd tier and up. 4) Add the number in the Qty. column and times by the price, for the total 5) Section #2 is for 1st tier only. Find the same gap. 6) Add the number in the Qty. column and times by the price, for the total. Installation note:       1) Section connectors are required only if the sections are manual 2) Sections can be moved together or a tube added to fill the gap. 3) Section connectors must be installed over the deck supports.",
"Section connector, gap filler & hardware for 1 1/4"" gap","Section Connector work sheet used for R026,M2000 & M2400 ",2107462,$57.65,$44.35,$44.35,$44.35,,435 - Section Connector,"SECTION #1 (PER GAP, PER TIER, 2ND TIER AND UP)","Using the work sheet 1) Determine the gap between the sections (the best way is to measure the top deck) 2) Find the gap size that you have in Section #1. 3) One per gap, one per tier, 2nd tier and up. 4) Add the number in the Qty. column and times by the price, for the total 5) Section #2 is for 1st tier only. Find the same gap. 6) Add the number in the Qty. column and times by the price, for the total. Installation note:       1) Section connectors are required only if the sections are manual 2) Sections can be moved together or a tube added to fill the gap. 3) Section connectors must be installed over the deck supports.",
"Section connector, gap filler & hardware for 1 1/2"" gap","Section Connector work sheet used for R026,M2000 & M2400 ",2107463,$60.20,$46.40,$46.40,$46.40,,435 - Section Connector,"SECTION #1 (PER GAP, PER TIER, 2ND TIER AND UP)","Using the work sheet 1) Determine the gap between the sections (the best way is to measure the top deck) 2) Find the gap size that you have in Section #1. 3) One per gap, one per tier, 2nd tier and up. 4) Add the number in the Qty. column and times by the price, for the total 5) Section #2 is for 1st tier only. Find the same gap. 6) Add the number in the Qty. column and times by the price, for the total. Installation note:       1) Section connectors are required only if the sections are manual 2) Sections can be moved together or a tube added to fill the gap. 3) Section connectors must be installed over the deck supports.",
"Section connector, gap filler & hardware for 1 3//4"" gap","Section Connector work sheet used for R026,M2000 & M2400 ",2107464,$86.50,$63.50,$63.50,$63.50,,435 - Section Connector,"SECTION #1 (PER GAP, PER TIER, 2ND TIER AND UP)","Using the work sheet 1) Determine the gap between the sections (the best way is to measure the top deck) 2) Find the gap size that you have in Section #1. 3) One per gap, one per tier, 2nd tier and up. 4) Add the number in the Qty. column and times by the price, for the total 5) Section #2 is for 1st tier only. Find the same gap. 6) Add the number in the Qty. column and times by the price, for the total. Installation note:       1) Section connectors are required only if the sections are manual 2) Sections can be moved together or a tube added to fill the gap. 3) Section connectors must be installed over the deck supports.",
"Sect. Conn., gap filler, rods & hardware for 1"" gap","Section Connector work sheet used for R026,M2000 & M2400 ",2107465,$137.80,$105.35,$105.35,$105.35,,435 - Section Connector,"SECTION #2 (PER GAP, 1ST TIER ONLY)","Using the work sheet 1) Determine the gap between the sections (the best way is to measure the top deck) 2) Find the gap size that you have in Section #1. 3) One per gap, one per tier, 2nd tier and up. 4) Add the number in the Qty. column and times by the price, for the total 5) Section #2 is for 1st tier only. Find the same gap. 6) Add the number in the Qty. column and times by the price, for the total. Installation note:       1) Section connectors are required only if the sections are manual 2) Sections can be moved together or a tube added to fill the gap. 3) Section connectors must be installed over the deck supports.",
"Sect. Conn., gap filler, rods & hardware for 1 1/4"" gap","Section Connector work sheet used for R026,M2000 & M2400 ",2107466,$118.00,$91.35,$91.35,$91.35,,435 - Section Connector,"SECTION #2 (PER GAP, 1ST TIER ONLY)","Using the work sheet 1) Determine the gap between the sections (the best way is to measure the top deck) 2) Find the gap size that you have in Section #1. 3) One per gap, one per tier, 2nd tier and up. 4) Add the number in the Qty. column and times by the price, for the total 5) Section #2 is for 1st tier only. Find the same gap. 6) Add the number in the Qty. column and times by the price, for the total. Installation note:       1) Section connectors are required only if the sections are manual 2) Sections can be moved together or a tube added to fill the gap. 3) Section connectors must be installed over the deck supports.",
"Sect. Conn., gap filler, rods & hardware for 1 1/2"" gap","Section Connector work sheet used for R026,M2000 & M2400 ",2107467,$120.55,$93.35,$93.35,$93.35,,435 - Section Connector,"SECTION #2 (PER GAP, 1ST TIER ONLY)","Using the work sheet 1) Determine the gap between the sections (the best way is to measure the top deck) 2) Find the gap size that you have in Section #1. 3) One per gap, one per tier, 2nd tier and up. 4) Add the number in the Qty. column and times by the price, for the total 5) Section #2 is for 1st tier only. Find the same gap. 6) Add the number in the Qty. column and times by the price, for the total. Installation note:       1) Section connectors are required only if the sections are manual 2) Sections can be moved together or a tube added to fill the gap. 3) Section connectors must be installed over the deck supports.",
"Sect. Conn., gap filler, rods & hardware for 1 3/4"" gap","Section Connector work sheet used for R026,M2000 & M2400 ",2107468,$147.05,$110.65,$110.65,$110.65,,435 - Section Connector,"SECTION #2 (PER GAP, 1ST TIER ONLY)","Using the work sheet 1) Determine the gap between the sections (the best way is to measure the top deck) 2) Find the gap size that you have in Section #1. 3) One per gap, one per tier, 2nd tier and up. 4) Add the number in the Qty. column and times by the price, for the total 5) Section #2 is for 1st tier only. Find the same gap. 6) Add the number in the Qty. column and times by the price, for the total. Installation note:       1) Section connectors are required only if the sections are manual 2) Sections can be moved together or a tube added to fill the gap. 3) Section connectors must be installed over the deck supports.",
"M100 Sect Cnctrs  (22"" Rw Spc)",SECTION CONNECTORS 1 per tier except top seat,2108102,$28.90,$20.35,$19.45,$17.95,,436 - M100-M300 Section Connector,SECTION CONNECTORS,,
"M100 Sect Cnctrs  (24"" Rw Spc)",SECTION CONNECTORS 1 per tier except top seat,2108103,$28.90,$20.35,$19.45,$17.95,,436 - M100-M300 Section Connector,SECTION CONNECTORS,,
"M300 Sect Cnctrs  (30"" Rw Spc)",SECTION CONNECTORS 1 per tier except top seat,2108104,$28.80,$20.30,$19.70,$17.40,,436 - M100-M300 Section Connector,SECTION CONNECTORS,,
1/4-20 x 1.500 Step Bolt        ,10 per section connector M100 14 per section connector M300,1000822,$0.60,$0.50,$0.50,$0.50,,436 - M100-M300 Section Connector,HARDWARE,,
1/4-20 Lock Nut                     ,10 per section connector M100 14 per section connector M300,1000760,$0.05,$0.05,$0.05,$0.05,,436 - M100-M300 Section Connector,HARDWARE,,
10-24 x 1.437 Screw SLFD     ,6 per section connector M100 8 per section connector M300,1032444,$0.10,$0.10,$0.10,$0.10,,436 - M100-M300 Section Connector,HARDWARE,,
Remote control port  50'-0 ,,2117541,$273.00,$246.35,$242.70,$242.70,,441 - Gen 2 Wireless Remote Control,MAXAM BLEACHER REMOTE CONTROL A) WITHOUT LIMIT SWITCH ,,
Remote control port 100'-0 ,,2117542,$556.25,$494.45,$494.45,$494.45,,441 - Gen 2 Wireless Remote Control,MAXAM BLEACHER REMOTE CONTROL A) WITHOUT LIMIT SWITCH ,,
Remote control port 150'-0 ,,2117543,$450.00,$406.00,$400.00,$400.00,,441 - Gen 2 Wireless Remote Control,MAXAM BLEACHER REMOTE CONTROL A) WITHOUT LIMIT SWITCH ,,
Remote control port 200'-0 ,,2117544,$553.75,$492.25,$492.25,$492.25,,441 - Gen 2 Wireless Remote Control,MAXAM BLEACHER REMOTE CONTROL A) WITHOUT LIMIT SWITCH ,,
Control box package,,2117535,"$1,158.45","$1,066.70","$1,029.75","$1,029.75",,441 - Gen 2 Wireless Remote Control,A - Control Box,,
Handheld transmitter,,2118199,$135.70,$120.60,$110.70,$101.70,,441 - Gen 2 Wireless Remote Control,A - Transmitter,,
Pendant receptacle,,2117539,$766.65,$622.25,$622.25,$622.25,,441 - Gen 2 Wireless Remote Control,A - Receptacle & Pendant,,
Pendant control,,2015706,$390.90,$343.00,$302.50,$305.50,,441 - Gen 2 Wireless Remote Control,A - Receptacle & Pendant,,
Remote control port  50'-0 ,,2117555,$191.75,$173.00,$170.45,$170.45,,441 - Gen 2 Wireless Remote Control,MAXAM BLEACHER REMOTE CONTROL B) WITH LIMIT SWITCH,,
Remote control port 100'-0 ,,2117556,$282.50,$254.85,$251.10,$251.10,,441 - Gen 2 Wireless Remote Control,MAXAM BLEACHER REMOTE CONTROL B) WITH LIMIT SWITCH,,
Remote control port 150'-0 ,,2117557,$394.50,$355.95,$350.70,$350.70,,441 - Gen 2 Wireless Remote Control,MAXAM BLEACHER REMOTE CONTROL B) WITH LIMIT SWITCH,,
Remote control port 200'-0 ,,2117558,$627.15,$585.85,$557.50,$557.50,,441 - Gen 2 Wireless Remote Control,MAXAM BLEACHER REMOTE CONTROL B) WITH LIMIT SWITCH,,
Control box package,,2117536,Call for Price,"$1,044.45","$1,022.55","$1,022.55",,441 - Gen 2 Wireless Remote Control,B - Control Box,,
Handheld transmitter,,2118199,$135.70,$120.60,$110.70,$101.70,,441 - Gen 2 Wireless Remote Control,B -Transmitter,,
Pendant receptacle,,2117553,$703.35,$625.20,$501.40,$470.10,,441 - Gen 2 Wireless Remote Control,B - RECEPTACLE & PENDANT:,,
Pendant control,,2015706,$390.90,$343.00,$313.45,$305.50,,441 - Gen 2 Wireless Remote Control,B - RECEPTACLE & PENDANT:,,
Limit package (not for CSA),,CC001114,"$1,311.85","$1,146.80",$751.25,$751.25,,441 - Gen 2 Wireless Remote Control,B - RECEPTACLE & PENDANT:,,
"MS 1/4 x 1""  (6 per bank)",,2074107,$0.40,$0.35,$0.35,$0.60,,441 - Gen 2 Wireless Remote Control,HARDWARE,,
Screw 1/4 x 3/4 (3 per control box),,2178602,$0.45,$0.40,$0.40,$0.05,,441 - Gen 2 Wireless Remote Control,HARDWARE,,
MS #6 x 1 1/2 (2 per remote control),,2119257,$0.20,$0.20,$0.20,$0.20,,441 - Gen 2 Wireless Remote Control,HARDWARE,,
Nytie strap (1 every 2'-0 on port & limit),,1000957,$0.20,$0.10,$0.10,$0.10,,441 - Gen 2 Wireless Remote Control,HARDWARE,,
MS 3/8 x 1 (2 each),,1000665,$0.15,$0.15,$0.15,$0.15,2,441 - Gen 2 Wireless Remote Control,CC001114 PACKAGE (NOT FOR CSA),,
3/8 hex nut (2 each),,1000746,$0.05,$0.05,$0.05,$0.05,2,441 - Gen 2 Wireless Remote Control,CC001114 PACKAGE (NOT FOR CSA),,
3/8 lk washer (2 each),,1000781,$0.05,$0.05,$0.05,$0.05,2,441 - Gen 2 Wireless Remote Control,CC001114 PACKAGE (NOT FOR CSA),,
Screw #14 x 3/4 SLFD (4 each),,2178602,$0.40,$0.40,$0.40,$0.05,4,441 - Gen 2 Wireless Remote Control,CC001114 PACKAGE (NOT FOR CSA),,
Screw #8 x 1/2 SLFT (1 each),,1000847,$0.05,$0.05,$0.05,$0.05,1,441 - Gen 2 Wireless Remote Control,CC001114 PACKAGE (NOT FOR CSA),,
Snap ring (4 each),,1001119,$0.05,$0.05,$0.05,$0.05,4,441 - Gen 2 Wireless Remote Control,CC001114 PACKAGE (NOT FOR CSA),,
Axle (1 each),,2011157,$0.50,$0.50,$0.50,$0.50,1,441 - Gen 2 Wireless Remote Control,CC001114 PACKAGE (NOT FOR CSA),,
Switch assy (1 each),,2117567,"$1,105.18","$1,105.18",$717.45,$717.45,1,441 - Gen 2 Wireless Remote Control,CC001114 PACKAGE (NOT FOR CSA),,
Trip pin (1 each),,2033688,$4.65,$4.65,$4.65,$4.65,1,441 - Gen 2 Wireless Remote Control,CC001114 PACKAGE (NOT FOR CSA),,
Close bracket (1 each),,2033690,$28.35,$28.35,$21.45,$21.45,1,441 - Gen 2 Wireless Remote Control,CC001114 PACKAGE (NOT FOR CSA),,
Open bracket (1 each),,2033691,$7.35,$7.35,$6.80,$6.80,1,441 - Gen 2 Wireless Remote Control,CC001114 PACKAGE (NOT FOR CSA),,
Bypass switch 25'-0,,2148084,$626.50,$556.90,$556.90,$530.00,,445 - Gen 3 Wiring with Limits,A - MAXAM BLEACHER WITH LIMITS REMOTE CONTROL BYPAS SWITCH,,
Bypass switch 50'-0,,2134024,$629.55,$559.60,$559.60,$525.65,,445 - Gen 3 Wiring with Limits,A - MAXAM BLEACHER WITH LIMITS REMOTE CONTROL BYPAS SWITCH,,
Bypass switch 75'-0,,2148085,$734.50,$652.90,$652.90,$589.30,,445 - Gen 3 Wiring with Limits,A - MAXAM BLEACHER WITH LIMITS REMOTE CONTROL BYPAS SWITCH,,
Bypass switch 100'-0,,2134025,$909.55,$808.50,$808.50,$732.10,,445 - Gen 3 Wiring with Limits,A - MAXAM BLEACHER WITH LIMITS REMOTE CONTROL BYPAS SWITCH,,
Bypass switch 125'-0,,2148086,"$1,034.10",$919.20,$919.20,$827.20,,445 - Gen 3 Wiring with Limits,A - MAXAM BLEACHER WITH LIMITS REMOTE CONTROL BYPAS SWITCH,,
Bypass switch 150'-0,,2134026,"$1,267.10","$1,126.35","$1,126.35",$994.35,,445 - Gen 3 Wiring with Limits,A - MAXAM BLEACHER WITH LIMITS REMOTE CONTROL BYPAS SWITCH,,
Bypass switch 200'-0,,2134027,"$1,484.80","$1,319.85","$1,319.85","$1,073.35",,445 - Gen 3 Wiring with Limits,A - MAXAM BLEACHER WITH LIMITS REMOTE CONTROL BYPAS SWITCH,,
Limit switch package (not for CSA),,CC001634,"$1,261.80","$1,102.30","$1,094.00",$986.05,,445 - Gen 3 Wiring with Limits,A - LIMIT SWITCH,,
Control box package,,2136634,"$2,087.55","$1,093.90","$1,093.90","$1,093.90",,445 - Gen 3 Wiring with Limits,A - Remote Control Box,,
Control box package 24V,,2164769,"$1,917.70","$1,704.60","$1,548.90",,,445 - Gen 3 Wiring with Limits,A - Remote Control Box,,
Handheld transmitter,,2118199,$135.70,$120.60,$110.70,$101.70,,445 - Gen 3 Wiring with Limits,A - TRANSMITTER,,
Bypass switch 25'-0,,2148084,$626.50,$556.90,$556.90,$530.00,,445 - Gen 3 Wiring with Limits,"B - Maxam bleacher with limits Pendant
Bypass  Switch",,
Bypass switch 50'-0,,2134024,$629.55,$559.60,$559.60,$525.65,,445 - Gen 3 Wiring with Limits,"B - Maxam bleacher with limits Pendant
Bypass  Switch",,
Bypass switch 75'-0,,2148085,$734.50,$652.90,$652.90,$589.30,,445 - Gen 3 Wiring with Limits,"B - Maxam bleacher with limits Pendant
Bypass  Switch",,
Bypass switch 100'-0,,2134025,$909.55,$808.50,$808.50,$732.10,,445 - Gen 3 Wiring with Limits,"B - Maxam bleacher with limits Pendant
Bypass  Switch",,
Bypass switch 125'-0,,2148086,"$1,034.10",$919.20,$919.20,$827.20,,445 - Gen 3 Wiring with Limits,"B - Maxam bleacher with limits Pendant
Bypass  Switch",,
Bypass switch 150'-0,,2134026,"$1,267.10","$1,126.35","$1,126.35",$994.35,,445 - Gen 3 Wiring with Limits,"B - Maxam bleacher with limits Pendant
Bypass  Switch",,
Bypass switch 200'-0,,2134027,"$1,484.80","$1,319.85","$1,319.85","$1,073.35",,445 - Gen 3 Wiring with Limits,"B - Maxam bleacher with limits Pendant
Bypass  Switch",,
Limit switch package (not for CSA),,CC001634,"$1,261.80","$1,102.30","$1,094.00",$986.05,,445 - Gen 3 Wiring with Limits,B - LIMIT SWITCH,,
Pendant control,,2134020,$478.35,$421.05,$393.75,$381.00,,445 - Gen 3 Wiring with Limits,B - PENDANT,,
Cord 25'-0,,2149407,$161.55,$143.60,$143.60,$143.60,,445 - Gen 3 Wiring with Limits,C - MAXAM BLEACHER WITH LIMITS KEYSWITCH WITHOUT LIMITS,,
Cord 50'-0,,2136614,$964.85,$857.65,$857.65,$857.65,,445 - Gen 3 Wiring with Limits,C - MAXAM BLEACHER WITH LIMITS KEYSWITCH WITHOUT LIMITS,,
Cord 100'-0,,2136615,"$1,679.90","$1,493.25","$1,493.25","$1,271.00",,445 - Gen 3 Wiring with Limits,C - MAXAM BLEACHER WITH LIMITS KEYSWITCH WITHOUT LIMITS,,
Cord 150'-0,,2136616,"$1,659.65","$1,475.25","$1,475.25","$1,377.15",,445 - Gen 3 Wiring with Limits,C - MAXAM BLEACHER WITH LIMITS KEYSWITCH WITHOUT LIMITS,,
Cord 200'-0,,2136617,"$1,250.15","$1,111.25","$1,111.25","$1,111.25",,445 - Gen 3 Wiring with Limits,C - MAXAM BLEACHER WITH LIMITS KEYSWITCH WITHOUT LIMITS,,
Limit switch package (not for CSA),,CC001634,"$1,261.80","$1,102.30","$1,094.00",$986.05,,445 - Gen 3 Wiring with Limits,C - LIMIT SWITCH,,
"MS 1/4 x 1""  (6 per bank)",,2074107,$0.40,$0.35,$0.35,$0.60,,445 - Gen 3 Wiring with Limits,D - HARDWARE,,
Screw 1/4 x 3/4 (3 per control box),,2178602,$0.45,$0.40,$0.40,$0.05,,445 - Gen 3 Wiring with Limits,D - HARDWARE,,
MS #6 x 1 1/2 (2 per remote control),,2119257,$0.20,$0.20,$0.20,$0.20,,445 - Gen 3 Wiring with Limits,D - HARDWARE,,
Nytie strap (1 every 2'-0 on port & limit),,1000957,$0.20,$0.10,$0.10,$0.10,,445 - Gen 3 Wiring with Limits,D - HARDWARE,,
MS 3/8 x 1 (2 each),,1000665,$0.15,$0.15,$0.15,$0.15,2,445 - Gen 3 Wiring with Limits,CC001634 PACKAGE (NOT FOR CSA),,
3/8 hex nut (2 each),,1000746,$0.05,$0.05,$0.05,$0.05,2,445 - Gen 3 Wiring with Limits,CC001634 PACKAGE (NOT FOR CSA),,
3/8 lk washer (2 each),,1000781,$0.05,$0.05,$0.05,$0.05,2,445 - Gen 3 Wiring with Limits,CC001634 PACKAGE (NOT FOR CSA),,
Screw #14 x 3/4 SLFD (4 each),,2178602,$0.40,$0.40,$0.40,$0.05,4,445 - Gen 3 Wiring with Limits,CC001634 PACKAGE (NOT FOR CSA),,
Screw #8 x 1/2 SLFT (1 each),,1000847,$0.05,$0.05,$0.05,$0.05,1,445 - Gen 3 Wiring with Limits,CC001634 PACKAGE (NOT FOR CSA),,
Snap ring (4 each),,1001119,$0.05,$0.05,$0.05,$0.05,4,445 - Gen 3 Wiring with Limits,CC001634 PACKAGE (NOT FOR CSA),,
Axle (1 each),,2011157,$0.50,$0.50,$0.50,$0.50,1,445 - Gen 3 Wiring with Limits,CC001634 PACKAGE (NOT FOR CSA),,
Switch assy (1 each),,2136222,"$1,059.45","$1,059.45","$1,059.45",$952.00,1,445 - Gen 3 Wiring with Limits,CC001634 PACKAGE (NOT FOR CSA),,
Trip pin (1 each),,2033688,$4.65,$4.65,$4.65,$4.65,1,445 - Gen 3 Wiring with Limits,CC001634 PACKAGE (NOT FOR CSA),,
Close bracket (1 each),,2033690,$28.35,$28.35,$22.20,$21.45,1,445 - Gen 3 Wiring with Limits,CC001634 PACKAGE (NOT FOR CSA),,
Open bracket (1 each),,2033691,$7.35,$7.35,$6.80,$6.80,1,445 - Gen 3 Wiring with Limits,CC001634 PACKAGE (NOT FOR CSA),,
Control port  25'-0 ,,2148078,$419.70,$373.10,$373.10,$356.45,,446 - Gen 3 Wiring without Limits,"A - Maxam bleacher without limits
 Remote control",,
Control port  50'-0 ,,2136218,$470.05,$417.85,$417.85,$417.85,,446 - Gen 3 Wiring without Limits,"A - Maxam bleacher without limits
 Remote control",,
Control port  75'-0 ,,2148079,$509.40,$446.85,$446.85,$401.35,,446 - Gen 3 Wiring without Limits,"A - Maxam bleacher without limits
 Remote control",,
Control port 100'-0 ,,2136219,$515.65,$458.40,$458.40,$458.40,,446 - Gen 3 Wiring without Limits,"A - Maxam bleacher without limits
 Remote control",,
Control port 125'-0 ,,2148080,$744.05,$654.20,$654.20,$588.85,,446 - Gen 3 Wiring without Limits,"A - Maxam bleacher without limits
 Remote control",,
Control port 150'-0 ,,2136220,$763.70,$678.85,$678.85,$607.20,,446 - Gen 3 Wiring without Limits,"A - Maxam bleacher without limits
 Remote control",,
Control port 200'-0 ,,2136221,$896.00,$796.45,$796.45,$661.45,,446 - Gen 3 Wiring without Limits,"A - Maxam bleacher without limits
 Remote control",,
Remote Control box package,,2136634,"$2,087.55","$1,378.65","$1,093.90","$1,093.90",,446 - Gen 3 Wiring without Limits,A - REMOTE CONTROL BOX,,
Remote Control box package 24V,,2164769,"$1,917.70","$1,704.60","$1,548.90",,,446 - Gen 3 Wiring without Limits,A - REMOTE CONTROL BOX,,
Handheld transmitter,,2118199,$135.70,$120.60,$110.70,$101.70,,446 - Gen 3 Wiring without Limits,A - TRANSMITTER,,
Control port  25'-0 ,,2148078,$419.70,$373.10,$373.10,$356.45,,446 - Gen 3 Wiring without Limits,B - MAXAM BLEACHER WITHOUT LIMITS PENDANT,,
Control port  50'-0 ,,2136218,$470.05,$417.85,$417.85,$417.85,,446 - Gen 3 Wiring without Limits,B - MAXAM BLEACHER WITHOUT LIMITS PENDANT,,
Control port  75'-0 ,,2148079,$509.40,$446.85,$446.85,$401.35,,446 - Gen 3 Wiring without Limits,B - MAXAM BLEACHER WITHOUT LIMITS PENDANT,,
